,Case Number,Date,Year,Type,Country,Area,Location,Activity,Name,Sex ,Age,Injury,Fatal,Time,Species ,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Unnamed: 22,Unnamed: 23
3995,1960.04.24,24-Apr-1960,1960,Unprovoked,usa,California,"Tomales Point, Marin County",skindiving for abalone (but at surface),Frank I. Gilbert,M,48.0,foot & swim fin bitten ,False,Unknown,Unknown,"F.I. Gilbert; Follett, p. 192-198; D. Miller & R. Collier; R. Collier, pp.30-31; V.M. Coppleson (1962), p.255; H.D. Baldridge, p.71",1960.04.24-Gilbert_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.24-Gilbert_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.24-Gilbert_Collier.pdf,1960.04.24,1960.04.24,2308.0,unknown,unknown
3996,1960.04.22,22-Apr-1960,1960,Provoked,australia,Western Australia,Rottnest Island,"fishing, hauling in a set line",Ted Nelson  onboard fishing boat Wayfarer,M,25.0,4 fingers of left hand were lacerated by shark he had shot in the head provoked incident,False,Unknown,Unknown,"L. Schultz & M. Malin, p.546",1960.04.22-Nelson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.22-Nelson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.22-Nelson.pdf,1960.04.22,1960.04.22,2307.0,unknown,unknown
3997,1960.04.20.R,Reported 20-Apr-1960,1960,Provoked,south africa,Eastern Cape Province,Port Alfred,fishing,P. Wagener,M,25.0,gaffed shark bit his ankle provoked incident,False,Unknown,Unknown,"Eastern Province Herald, 4/20/1960",1960.04.20.R-Wagener.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.20.R-Wagener.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.20.R-Wagener.pdf,1960.04.20.R,1960.04.20.R,2306.0,unknown,unknown
3998,1960.04.14,14-Apr-1960,1960,Invalid,bermuda,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,floating on a raft,"Crew of aircraft: McGreevy, Beakley, Rosenthal, Ryan & Hodge",M,21.0,"no injury, 5 sharks bumped raft",False,Unknown,Questionable incident,"G.S. Beakley, RCN; L. Schultz & M. Malin, p.557; SAF Case #886",1960.04.14-Beakley-recheck text-March.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.14-Beakley-recheck text-March.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.14-Beakley-recheck text-March.pdf,1960.04.14,1960.04.14,2305.0,unknown,unknown
3999,1960.04.12,12-Apr-1960,1960,Unprovoked,australia,New South Wales,"Horseshoe Bay, near Kempsey",surfing,Ivan Chandler,M,17.0,right arm & side bruised,False,Unknown,Unknown,"Macleay Argus (NSW), 4/14/1960; V.M. Coppleson (1962), p.245",1960.04.12-Chandler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.12-Chandler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.12-Chandler.pdf,1960.04.12,1960.04.12,2304.0,unknown,unknown
4000,1960.04.10,10-Apr-1960,1960,Provoked,australia,Western Australia,Off Rottnest Island,"spearfishing, shot a sandtiger shark. cord to spear tangled round his legs & a wave washed him onto a reef.",Mick Coleman,M,25.0,"bruises & minor injuries from reef, not the shark provoked incident",False,Unknown,Unknown,"V.M. Coppleson (1962), p.252",1960.04.10-Coleman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.10-Coleman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.10-Coleman.pdf,1960.04.10,1960.04.10,2303.0,unknown,unknown
4001,1960.04.03.b,03-Apr-1960,1960,Unprovoked,australia,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",spearfishing,William Black,M,25.0,minor cuts & bruises on face & neck,False,Unknown,Unknown,"Sydney Morning Herald, 4/4/1960; H.D. Baldridge,p.133",1960.04.03.b-Black.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.b-Black.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.b-Black.pdf,1960.04.03.b,1960.04.03.b,2302.0,unknown,unknown
4002,1960.04.03.a,03-Apr-1960,1960,Unprovoked,australia,New South Wales,Off Broughton Island near Port Stephens,"speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. then shark took grouper but unable to swallow because of the spear in its mouth.",Kenneth Morris,M,25.0,minor injuries to hand,False,Unknown,Unknown,"G. P. Whitley; V.M. Coppleson (1962), p.252",1960.04.03.a-Morris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.a-Morris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.03.a-Morris.pdf,1960.04.03.a,1960.04.03.a,2301.0,unknown,unknown
4003,1960.04.01,01-Apr-1960,1960,Provoked,australia,South Australia,Hog Bay,shark fishing,"launch, occupant Clive Whitrow, Dick Kuhne & Jim Pergola",M,25.0,hooked shark bit stern  provoked incident,False,Unknown,White shark,"The News (Adelaide), 4/1/1960",1960.04.01-WhitrowLaunch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.01-WhitrowLaunch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.01-WhitrowLaunch.pdf,1960.04.01,1960.04.01,2300.0,unknown,unknown
4004,1960.04.00.c,Apr-1960,1960,Unprovoked,fiji,Vanua Levu,Off the Bua coast,fishing in shoulder-deep water,Fijian woman,F,25.0,"fatal, legs bitten ",True,Unknown,Unknown,"Wellington Evening Post, 4/29/1960",1960.04.00.c-woman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.c-woman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.c-woman.pdf,1960.04.00.c,1960.04.00.c,2299.0,unknown,unknown
4005,1960.04.00.b,Apr-1960,1960,Provoked,philippines,Luzon Island,Bataan,"fishing, hooked shark towed boat out to sea, storm swamped boat",Nicaso Balanoba & Julian Dona,M,25.0,"fatal, due to drowning provoked incident",True,Unknown,Unknown,"P. Gilbert (1961); H.D. Baldridge, p.152",1960.04.00.b-Balanoba-Dona.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.b-Balanoba-Dona.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.b-Balanoba-Dona.pdf,1960.04.00.b,1960.04.00.b,2298.0,unknown,unknown
4006,1960.04.00.a,Apr-1960,1960,Boat,south africa,Western Cape Province,Saldanha Bay,fishing,5 m skiboat,M,25.0,shark rammed boat & bit transom,False,Unknown,White shark (tooth fragments recovered),"T. Wallett, p.27",1960.04.00.a-SaldanhaSkiboat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.a-SaldanhaSkiboat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.04.00.a-SaldanhaSkiboat.pdf,1960.04.00.a,1960.04.00.a,2297.0,unknown,unknown
4007,1960.03.31,31-Mar-1960,1960,Unprovoked,usa,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",treading water,Robert B. Winkler,M,42.0,"ankle bitten, hand injured while striking shark",False,Unknown,Unknown,"V.M. Coppleson (1962), p.249, erroneously lists the date as 3/31/1961; H.D. Baldridge, p.142",1960.03.31-Winkler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.03.31-Winkler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.03.31-Winkler.pdf,1960.03.31,1960.03.31,2296.0,unknown,unknown
4008,1960.03.28,28-Mar-1960,1960,Unprovoked,guam,guam,Unknown,"spearfishing, carrying fish on belt",Enrique Matao,M,44.0,thigh bitten,False,Unknown,Unknown,"V.M. Coppleson (1962), p.254; H.D. Baldridge, p.142",1960.03.28-Metao.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.03.28-Metao.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.03.28-Metao.pdf,1960.03.28,1960.03.28,2295.0,unknown,unknown
4009,1960.02.29,29-Feb-1960,1960,Unprovoked,australia,Tasmania,Ralph Bay,"wading, fishing for flounder",Malcolm Robertson & Tom Hasler,M,30.0,"no injury, robertson knocked over & hasler brushed by a shark",False,Unknown,Unknown,Hobart Mercury 3/3/1960,1960.02.29-Robertson-Hasler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.29-Robertson-Hasler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.29-Robertson-Hasler.pdf,1960.02.29,1960.02.29,2294.0,unknown,unknown
4010,1960.02.27.b,27-Feb-1960,1960,Unprovoked,new zealand,North Island,"Mangawhai, near Wellsford",spearfishing,Laurie Ross ,M,22.0,"no injury, leg bumped by shark's tail",False,Unknown,Unknown,"R.D. Weeks, GSAF; Auckland Star, 2/29/1960; V.M. Coppleson (1962), pp.253-254",1960.02.27.b-Ross.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.27.b-Ross.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.27.b-Ross.pdf,1960.02.27.b,1960.02.27.b,2293.0,unknown,unknown
4011,1960.02.27.a,27-Feb-1960,1960,Invalid,usa,Hawaii,"Between Keawakapu & Makena, Maui",spearfishing,John Benjamin,M,36.0,left forearm lacerated,False,Unknown,"According to Benjamin, the injury was inflicted by a barracuda, not a shark","Honolulu Star Bulletin, 3/1 /1960; V.M. Coppleson (1962), p.246; J. Borg, p.73; L. Taylor (1993), pp.100-101;  SAF Case #662",1960.02.27.a-Benjamin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.27.a-Benjamin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.27.a-Benjamin.pdf,1960.02.27.a,1960.02.27.a,2292.0,unknown,unknown
4012,1960.02.24,24-Feb-1960,1960,Provoked,senegal,Casamance,Ziguinchor,fishing,Souleymane S.,M,25.0,calf bitten by shark caught in net provoked incident,False,Unknown,Unknown,J. Cadenat; Dr. T. Farah,1960.02.24-Souleyman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.24-Souleyman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.24-Souleyman.pdf,1960.02.24,1960.02.24,2291.0,unknown,unknown
4013,1960.02.19,19-Feb-1960,1960,Unprovoked,papua new guinea,Central Province,"Tupuselei Village, about 40 miles east of Port Moresby",spearfishing,Doas Hehuni,M,26.0,"fatal, legs bitten ",True,Unknown,Unknown,"A.M. Rapson, p.150; V.M. Coppleson (1962), p.254",1960.02.19-Tupuselei.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.19-Tupuselei.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.19-Tupuselei.pdf,1960.02.19,1960.02.19,2290.0,unknown,unknown
4014,1960.02.10.,10-Feb-1960,1960,Provoked,australia,New South Wales,Near Bondi Beach,shark fishing,"12' open motor boat, occupants Jack Platt & Peter Keyes",M,25.0,no injury to occupants. hooked shark rammed boat  provoked incident,False,Unknown,Unknown,"Sydney Daily Telegraph, 2/11/1960",1960.02.10-Bondi-Tiger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.10-Bondi-Tiger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.10-Bondi-Tiger.pdf,1960.02.10.,1960.02.10.,2289.0,unknown,unknown
4015,1960.02.07,07-Feb-1960,1960,Provoked,australia,New South Wales,Wattamolla National Park,spearfishing,John Gilles & Harry Dowswell,M,20.0,"no injury, speared shark towed gilles 200 yards & tore hole in diving suit, and hit dowswell's back with its tail provoked incident",False,Unknown,Unknown,Unidentified press clipping;. SAF Case #203,1960.02.07-Gillies.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.07-Gillies.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.07-Gillies.pdf,1960.02.07,1960.02.07,2288.0,unknown,unknown
4016,1960.02.03,03-Feb-1960,1960,Invalid,usa,Hawaii,Maui,s2f-1 airplane crashed immediately after carrier take-off,Crew of Anti-submarine Squadron 23,M,25.0,"of crew of 4, only 1 person survived (broken legs but no shark bites). within 20 minutes of his rescue large sharks were in area. no remains of other 3 crew recovered, and shark involvement in their deaths is questionable. ",False,Unknown,Shark involvement prior to deaths was not confirmed,"L. Schultz & M. Malin, p.562; SAF Case #870 ",1960.02.03-S2F-1-aircraft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.03-S2F-1-aircraft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.02.03-S2F-1-aircraft.pdf,1960.02.03,1960.02.03,2287.0,unknown,unknown
4017,1960.01.30,30-Jan-1960,1960,Unprovoked,papua new guinea,Madang (WO),"Off Taludig Village, at mouth of the Murnass River",nan,"Upad, a boy",M,25.0,"lower left leg bitten, surgically amputated",False,Unknown,Unknown,"A.M. Rapson, p.150; V.M. Coppleson (1962), p.248 ",1960.01.30-Upad.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.30-Upad.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.30-Upad.pdf,1960.01.30,1960.01.30,2286.0,unknown,unknown
4018,1960.01.26,26-Jan-1960,1960,Sea Disaster,unknown at sea,"Between Timor & Darwin, Australia",Unknown,portuguese airliner with 9 people aboard went down. ,John Doe,M,25.0,"as searchers approached wreckage, sharks circled one canoe & seized oar from another.",False,Unknown,Unknown,"V.M. Coppleson (1962), p.260",1960.01.26-Portuguese airliner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.26-Portuguese airliner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.26-Portuguese airliner.pdf,1960.01.26,1960.01.26,2285.0,unknown,unknown
4019,1960.01.21,21-Jan-1960,1960,Boat,australia,South Australia,Millicent,nan,"13' dinghy, occupant S. Smith, Leenee Dee & Marie Farmer",M,25.0,"no injury to occupants, shark lifted boat",False,Unknown,Blue pointer,Hobart Mercury 1/22/1960,1960.01.21 - Smith dinghy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.21 - Smith dinghy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.21 - Smith dinghy.pdf,1960.01.21,1960.01.21,2284.0,unknown,unknown
4020,1960.01.16,16-Jan-1960,1960,Unprovoked,australia,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",free diving,Kenneth William Murray,M,13.0,"fatal, right leg severed above knee, surgically amputated but died 9 days later ",True,Unknown,Bull shark,"T.W. Brown, pp.1 -6; H.D. Baldridge, p.196; A. Sharpe, pp76-77; H. Edwards, pp.100 & 108",1960.01.16-Murray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.16-Murray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.16-Murray.pdf,1960.01.16,1960.01.16,2283.0,unknown,unknown
4021,1960.01.13,13-Jan-1960,1960,Provoked,australia,Western Australia,Geraldton,"fishing, lifting shark out of craypot",Ron Christmas,M,25.0,upper leg bitten provoked incident,False,Unknown,Wobbegong shark,"Western Australian  Perth Daily News, 1/4/1960",1960.01.13-Christmas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.13-Christmas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.13-Christmas.pdf,1960.01.13,1960.01.13,2282.0,unknown,unknown
4022,1960.01.07,07-Jan-1960,1960,Boat,australia,Tasmania,Eaglehawk Neck,setting crayfish pots,"16' boat, occupant: W. Lonergan",M,25.0,"no injury to occupant, shark rammed boat",False,Unknown,Unknown,"G.P. Whitley citing Mercury (Hobart), 1/8/1960",1960.01.07-Lonergan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.07-Lonergan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.07-Lonergan.pdf,1960.01.07,1960.01.07,2281.0,unknown,unknown
4023,1960.01.01,01-Jan-1960,1960,Provoked,south africa,Western Cape Province,Muizenberg,"standing, watching seine netters",Mrs. Burman,F,25.0,left leg bitten by shark that escaped net  provoked incident,False,Unknown,Unknown,GSAF,1960.01.01-Burman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.01-Burman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.01.01-Burman.pdf,1960.01.01,1960.01.01,2280.0,unknown,unknown
4024,1960.00.00.j,1960,1960,Unprovoked,nicaragua ,Pacific coast,San Jan del Sur,bathing,boy,M,25.0,survived,False,Unknown,Unknown,J. McAlpine,1960.00.00.j-Nicaragua.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.j-Nicaragua.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.j-Nicaragua.pdf,1960.00.00.j,1960.00.00.j,2279.0,unknown,unknown
4025,1960.00.00.i,1960,1960,Unprovoked,grenada,St. Georges ,Black Point Bay,spearfishing,Julian Bain,M,25.0,toe bitten,False,Unknown,Unknown,"E. Pace, FSAF",1960.00.00.i-Bain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.i-Bain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.i-Bain.pdf,1960.00.00.i,1960.00.00.i,2278.0,unknown,unknown
4026,1960.00.00.h,Early summer 1960,1960,Invalid,caribbean sea,caribbean sea,"Between Key West, Florida & Guantanamo Bay, Cuba",aircraft crashed into sea,"male, airline pilot",M,25.0,"questionable. recovered flight gear was ""completely shredded by sharks"" but pilot may have died when plane hit the water,",False,Unknown,Shark involvement prior to death was not confirmed,U.S. Naval Aviation Safety Center,1960.00.00.h-aircraft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.h-aircraft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.h-aircraft.pdf,1960.00.00.h,1960.00.00.h,2277.0,unknown,unknown
4027,1960.00.00.g,Late 1960s,1960,Unprovoked,sri lanka,Eastern  Province,Pigeon Island,spearfishing,Trevor Ferdinands,M,25.0,no injury,False,Unknown,Blacktail reef shark,R I. DeSilva,1960.00.00.g-Ferdinands.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.g-Ferdinands.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.g-Ferdinands.pdf,1960.00.00.g,1960.00.00.g,2276.0,unknown,unknown
4028,1960.00.00.f,1960s,1960,Unprovoked,sri lanka,Eastern  Province,"Manayaweli Cove, Trincomalee",collecting ornamental fish,Rodney Jonklass,M,25.0,"no injury, beat off shark with his collecting net",False,Unknown,Blacktip reef shark,R I. DeSilva,1960.00.00.f-Jonklaas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.f-Jonklaas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.f-Jonklaas.pdf,1960.00.00.f,1960.00.00.f,2275.0,unknown,unknown
4029,1960.00.00.e,1960-1961,1960,Unprovoked,fiji,Northwest of Viti Levu,"Covull Reef, near Lautoka",spearfishing,Lindsay Phillips,M,25.0,"right arm abraded, circular piece of tissue removed from left calf",False,Unknown,Unknown,"V.M Coppleson (1962), p.253",1960.00.00.e-Phillips.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.e-Phillips.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.e-Phillips.pdf,1960.00.00.e,1960.00.00.e,2274.0,unknown,unknown
4030,1960.00.00.d,1960,1960,Unprovoked,papua new guinea,Madang,Unknown,"spear fishing, removing fish from spear",Sek,M,16.0,"fatal, foot severed, hip bitten",True,Unknown,Unknown,A.M. Rapson,1960.00.00.d-Sek.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.d-Sek.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.d-Sek.pdf,1960.00.00.d,1960.00.00.d,2273.0,unknown,unknown
4031,1960.00.00.c,1960,1960,Unprovoked,papua new guinea,West New Britain Province,"West Nakanai,  Talasea",fishing,male,M,20.0,slight lacerations to leg,False,Unknown,Unknown,"A.M. Rapson, p.150",1960.00.00.c-Talasea.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.c-Talasea.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.c-Talasea.pdf,1960.00.00.c,1960.00.00.c,2272.0,unknown,unknown
4032,1960.00.00.b,Ca. 1960,1960,Unprovoked,mozambique,Gaza,Xai Xai,swimming,Miss Fillardo,F,25.0,fatal,True,Unknown,Unknown,"M. Levine, GSAF",1960.00.00.b-Fillardo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.b-Fillardo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.b-Fillardo.pdf,1960.00.00.b,1960.00.00.b,2271.0,unknown,unknown
4033,1960.00.00.a,Ca. 1960,1960,Unprovoked,south africa,Eastern Cape Province,Kei River Mouth,wading,Joyce Greig,F,25.0,"heel lacerated, hand lacerated & abraded",False,Unknown,Unknown,"T. Greig, M. Levine, GSAF",1960.00.00.a-Greig.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.a-Greig.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1960.00.00.a-Greig.pdf,1960.00.00.a,1960.00.00.a,2270.0,unknown,unknown
4034,1959.12.29,29-Dec-1959,1959,Boat,australia,Queensland,Scotts Point Beach ,paddling,"12' ski, occupants: Bill Dyer & Cliff Burgess ",M,25.0,no injury to occupants,False,Unknown,Unknown,"Herald, (Redcliffe), 12/31/1959",1959.12.29-Burgess-Dyer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.29-Burgess-Dyer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1959.12.29-Burgess-Dyer.pdf,1959.12.29,1959.12.29,2269.0,unknown,unknown
